,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel,labeled_league
361,20.0,1.0,0.1,2.9,0.6,4.2,87.6,0.0,0.4,dk,0.7,0.4,31.0,3.0,0.0,2.7,0.1,Bundesliga,0.0,2790.0,0.0,Andreas Christensen,0.0,0.8,1.0,130331.0,D(C),87.6,59.8,7.08,0.0,0.5,1.4,188.0,Borussia M.Gladbach,3.1,0.3,74.0,1.0,0
366,19.0,2.0,0.2,2.7,0.3,3.1,83.1,0.2,0.3,ch,0.8,0.8,17.0,0.0,4.0,2.3,0.2,Bundesliga,0.0,1548.0,0.0,Nico Elvedi,0.0,0.6,0.0,243534.0,D(C),83.1,44.6,6.92,0.0,0.1,1.8,188.0,Borussia M.Gladbach,1.2,0.7,83.0,2.0,0
373,23.0,0.0,0.4,2.5,0.3,1.5,76.7,0.4,0.7,at,0.2,0.4,6.0,0.0,4.0,1.7,0.4,Bundesliga,0.1,658.0,0.0,Martin Hinteregger,0.0,0.4,2.0,83659.0,D(C),76.7,41.7,6.55,0.0,0.4,2.3,184.0,Borussia M.Gladbach,2.6,0.4,78.0,0.0,0
376,34.0,0.0,0.1,1.6,0.3,1.6,93.4,0.1,0.0,nl,0.3,0.3,3.0,0.0,5.0,0.8,0.1,Bundesliga,0.0,289.0,0.0,Roel Brouwers,0.1,0.4,0.0,5942.0,D(C),93.4,22.9,6.27,0.0,0.1,0.3,192.0,Borussia M.Gladbach,1.4,0.1,82.0,0.0,0
377,36.0,0.0,0.0,3.3,0.0,1.5,89.1,0.0,1.0,at,0.8,1.0,2.0,0.0,2.0,0.3,0.0,Bundesliga,0.0,164.0,0.0,Martin Stranzl,0.0,0.3,0.0,892.0,D(C),89.1,29.8,6.25,0.0,0.0,1.0,191.0,Borussia M.Gladbach,0.8,0.0,83.0,0.0,0
384,20.0,1.0,0.2,1.7,0.9,6.2,85.9,0.1,0.2,de,0.7,0.5,33.0,0.0,0.0,2.1,0.2,Bundesliga,0.0,2970.0,1.0,Niklas Süle,0.0,1.3,0.0,129983.0,D(C),85.9,51.6,6.86,0.0,0.2,1.4,195.0,Hoffenheim,3.5,0.2,93.0,4.0,0
386,26.0,0.0,0.1,2.0,1.2,6.3,84.3,0.0,0.5,ba,1.0,0.7,18.0,0.0,3.0,2.2,0.1,Bundesliga,0.0,1600.0,1.0,Ermin Bicakcic,0.1,0.9,0.0,80418.0,D(C),84.3,35.0,6.84,1.0,0.4,1.3,185.0,Hoffenheim,1.6,0.2,84.0,2.0,0
398,24.0,0.0,0.3,1.7,0.7,4.1,78.8,0.2,0.8,ch,0.8,1.2,20.0,1.0,4.0,2.2,0.3,Bundesliga,0.0,1728.0,0.0,Fabian Schär,0.1,0.9,1.0,82726.0,D(C),78.8,37.7,6.67,0.0,0.8,1.3,186.0,Hoffenheim,4.8,0.2,84.0,3.0,0
418,29.0,0.0,0.2,5.0,0.6,5.5,78.5,0.1,0.2,br,0.3,1.3,19.0,1.0,0.0,1.5,0.2,Bundesliga,0.0,1710.0,0.0,Marcelo,0.0,0.9,0.0,27761.0,D(C),78.5,50.9,6.74,0.0,0.4,1.4,191.0,Hannover 96,4.5,0.4,80.0,4.0,0
419,24.0,0.0,0.0,4.1,0.6,4.4,78.6,0.0,0.3,se,0.3,1.4,10.0,0.0,0.0,1.9,0.0,Bundesliga,0.0,822.0,0.0,Alexander Milosevic,0.0,0.8,0.0,73258.0,D(C),78.6,34.6,6.69,0.0,0.6,1.4,191.0,Hannover 96,1.3,0.3,82.0,1.0,0
440,29.0,0.0,0.0,1.0,0.3,0.8,65.8,0.0,0.1,br,0.5,0.5,1.0,0.0,7.0,0.3,0.0,Bundesliga,0.0,125.0,0.0,Felipe,0.0,0.1,1.0,41262.0,D(C),65.8,4.8,5.93,0.0,0.0,0.3,193.0,Hannover 96,0.6,0.0,90.0,2.0,0
443,27.0,2.0,0.2,3.9,0.1,3.1,86.4,0.3,0.3,de,0.5,0.6,29.0,2.0,1.0,2.5,0.2,Bundesliga,0.1,2496.0,3.0,Mats Hummels,0.0,0.8,1.0,21541.0,D(C),86.4,78.9,7.34,0.0,0.4,2.0,191.0,Borussia Dortmund,4.3,0.5,92.0,1.0,0
452,27.0,0.0,0.3,2.8,0.5,3.2,87.2,0.0,0.7,rs,0.5,0.8,5.0,0.0,1.0,1.7,0.3,Bundesliga,0.0,463.0,0.0,Neven Subotic,0.0,1.3,0.0,25482.0,D(C),87.2,78.2,6.98,0.0,0.3,0.7,191.0,Borussia Dortmund,4.2,0.3,83.0,2.0,0
476,29.0,2.0,0.2,3.6,0.2,2.3,89.6,0.0,0.4,ma,0.4,1.1,11.0,1.0,3.0,2.4,0.2,Bundesliga,0.0,980.0,0.0,Mehdi Benatia,0.1,1.0,0.0,29888.0,D(C),89.6,59.8,7.13,0.0,0.6,1.2,190.0,Bayern Munich,1.9,0.4,92.0,2.0,0
487,29.0,0.0,0.0,2.3,0.7,1.7,89.4,0.0,0.0,de,0.3,1.0,3.0,0.0,0.0,2.0,0.0,Bundesliga,0.0,220.0,0.0,Serdar Tasci,0.0,0.7,0.0,13762.0,D(C),89.4,63.0,6.67,0.0,0.3,0.3,186.0,Bayern Munich,1.7,0.0,80.0,1.0,0
490,32.0,0.0,0.0,0.0,0.0,1.0,94.7,0.0,0.0,br,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Bundesliga,0.0,17.0,0.0,Dante,0.0,0.0,0.0,6683.0,D(C),94.7,19.0,6.07,0.0,0.0,0.0,188.0,Bayern Munich,2.0,0.0,87.0,0.0,0
494,27.0,1.0,0.2,2.3,0.3,4.3,77.0,0.2,0.5,fr,0.9,1.1,21.0,2.0,5.0,3.7,0.2,Ligue1,0.0,1919.0,2.0,Roderic Filippi,0.0,1.0,2.0,234403.0,D(C),77.0,29.1,6.91,2.0,0.5,1.8,183.0,GFC Ajaccio,3.7,0.2,81.0,8.0,1
501,36.0,0.0,0.1,1.4,0.6,3.3,80.9,0.1,0.4,fr,0.5,0.4,23.0,0.0,0.0,3.0,0.1,Ligue1,0.0,1938.0,0.0,Jeremie Bréchet,0.0,1.1,0.0,1220.0,D(C),80.9,38.2,6.74,0.0,0.0,1.3,186.0,GFC Ajaccio,3.8,0.1,81.0,0.0,1
520,31.0,1.0,0.3,2.4,0.7,4.8,94.6,0.1,0.5,br,0.8,0.6,29.0,1.0,1.0,3.1,0.3,Ligue1,0.1,2622.0,2.0,Thiago Silva,0.0,0.6,0.0,28550.0,D(C),94.6,80.6,7.65,0.0,0.5,1.7,183.0,Paris Saint Germain,3.7,0.1,79.0,3.0,1
525,20.0,0.0,0.2,1.2,0.7,3.8,92.5,0.2,0.3,fr,0.2,0.8,5.0,0.0,1.0,2.3,0.2,Ligue1,0.0,426.0,0.0,Presnel Kimpembe,0.0,0.5,0.0,247800.0,D(C),92.5,64.3,7.28,0.0,0.0,2.2,183.0,Paris Saint Germain,1.8,0.3,67.0,1.0,1
543,30.0,1.0,0.2,4.6,0.5,4.7,84.4,0.0,0.7,fr,1.1,0.8,24.0,3.0,0.0,2.1,0.2,Ligue1,0.0,2103.0,2.0,Loic Perrin,0.1,0.9,0.0,13436.0,D(C),84.4,53.6,7.35,1.0,0.6,2.3,180.0,Saint-Etienne,2.8,0.5,76.0,0.0,1
545,30.0,0.0,0.1,1.5,0.5,5.0,79.1,0.1,0.2,sn,0.8,1.3,27.0,3.0,1.0,1.8,0.1,Ligue1,0.0,2359.0,1.0,Moustapha Bayal Sall,0.1,0.8,0.0,25602.0,D(C),79.1,43.4,7.02,1.0,0.5,2.0,191.0,Saint-Etienne,3.9,0.3,90.0,8.0,1
547,25.0,1.0,0.3,3.2,0.5,4.6,80.6,0.5,0.4,gn,0.4,0.7,21.0,0.0,3.0,2.7,0.3,Ligue1,0.0,1947.0,0.0,Florentin Pogba,0.1,0.4,0.0,82348.0,D(C),80.6,40.6,6.96,0.0,0.4,1.1,188.0,Saint-Etienne,3.9,0.5,88.0,1.0,1
578,35.0,2.0,0.1,1.7,0.5,7.0,81.5,0.0,0.4,fr,0.6,0.5,29.0,2.0,2.0,1.9,0.1,Ligue1,0.0,2667.0,2.0,Sébastien Squillaci,0.2,1.0,0.0,3929.0,D(C),81.5,26.8,6.93,0.0,0.4,1.3,185.0,SC Bastia,1.9,0.2,80.0,3.0,1
582,25.0,0.0,0.1,0.8,0.5,4.5,73.8,0.3,0.6,fr,1.3,0.4,23.0,0.0,2.0,2.6,0.1,Ligue1,0.0,2043.0,0.0,Mathieu Peybernes,0.0,0.6,0.0,68884.0,D(C),73.8,28.6,6.79,0.0,0.0,1.8,187.0,SC Bastia,2.3,0.4,80.0,3.0,1
604,29.0,0.0,0.1,2.4,0.5,4.5,84.0,0.2,0.6,fr,0.8,0.5,19.0,1.0,0.0,2.8,0.1,Ligue1,0.0,1596.0,0.0,Anthony Weber,0.0,0.5,0.0,32169.0,D(C),84.0,40.7,6.94,0.0,0.2,1.4,190.0,Reims,4.9,0.2,82.0,5.0,1
609,35.0,0.0,0.1,1.5,0.2,2.9,81.6,0.1,0.3,fr,0.5,1.3,14.0,0.0,1.0,3.2,0.1,Ligue1,0.1,1166.0,0.0,Mickaël Tacalfred,0.1,0.5,0.0,31241.0,D(C),81.6,38.7,6.68,0.0,0.3,1.5,175.0,Reims,3.8,0.3,69.0,2.0,1
611,31.0,2.0,0.2,1.5,0.2,4.0,84.2,0.2,0.5,fr,0.5,0.6,12.0,0.0,1.0,2.9,0.2,Ligue1,0.0,983.0,0.0,Mohamed Fofana,0.0,0.8,0.0,18518.0,D(C),84.2,29.6,6.66,0.0,0.2,0.5,181.0,Reims,2.0,0.2,75.0,2.0,1
645,27.0,0.0,0.0,2.3,0.3,3.5,82.0,0.3,0.4,mz,0.4,0.6,16.0,0.0,0.0,2.4,0.0,Ligue1,0.0,1310.0,0.0,Mexer,0.0,0.6,0.0,121720.0,D(C),82.0,35.1,6.67,0.0,0.3,1.1,185.0,Rennes,3.0,0.4,78.0,4.0,1
667,29.0,0.0,0.1,1.1,0.7,6.1,79.9,0.1,0.7,fr,0.8,0.9,29.0,0.0,0.0,3.6,0.1,Ligue1,0.0,2590.0,0.0,Christophe Kerbrat,0.1,0.7,1.0,104235.0,D(C),79.9,36.7,6.97,0.0,0.1,2.3,183.0,Guingamp,3.9,0.1,74.0,7.0,1
670,32.0,0.0,0.0,1.7,0.7,3.5,84.6,0.2,0.3,fr,1.2,0.6,34.0,2.0,0.0,2.5,0.0,Ligue1,0.0,3031.0,1.0,Jérémy Sorbon,0.0,0.6,1.0,23906.0,D(C),84.6,37.1,6.9,0.0,0.3,1.6,183.0,Guingamp,4.3,0.2,79.0,2.0,1
694,28.0,0.0,0.1,2.0,0.9,4.6,84.2,0.1,0.4,fr,0.9,1.3,36.0,2.0,0.0,2.1,0.1,Ligue1,0.0,3220.0,2.0,Romain Thomas,0.1,0.8,0.0,232577.0,D(C),84.2,35.1,7.0,0.0,0.3,1.8,193.0,Angers,3.3,0.3,84.0,8.0,1
729,21.0,0.0,0.1,2.7,0.5,6.1,77.8,0.2,0.4,br,0.5,1.3,25.0,1.0,1.0,2.3,0.1,Ligue1,0.0,2251.0,1.0,Wallace,0.0,0.7,0.0,132669.0,D(C),77.8,36.7,6.89,1.0,0.5,1.0,191.0,Monaco,2.8,0.4,83.0,6.0,1
731,38.0,0.0,0.1,2.1,0.8,4.1,88.0,0.0,0.5,pt,0.4,0.8,33.0,2.0,0.0,2.6,0.1,Ligue1,0.0,2903.0,0.0,Ricardo Carvalho,0.0,0.5,0.0,6666.0,D(C),88.0,40.8,6.82,0.0,0.2,1.1,183.0,Monaco,2.5,0.2,79.0,8.0,1
743,23.0,0.0,0.5,1.0,0.5,5.0,82.9,0.3,0.8,br,0.5,1.3,3.0,0.0,1.0,1.3,0.5,Ligue1,0.3,288.0,0.0,Jemerson,0.0,1.5,0.0,130435.0,D(C),82.9,19.0,6.45,0.0,0.3,2.0,184.0,Monaco,1.3,0.3,77.0,2.0,1
759,32.0,0.0,0.0,1.7,0.7,3.8,92.1,0.2,0.0,rs,0.3,0.8,6.0,0.0,0.0,1.5,0.0,Ligue1,0.0,457.0,1.0,Milan Bisevac,0.0,0.5,0.0,14488.0,D(C),92.1,50.3,6.97,0.0,0.0,1.0,185.0,Lyon,6.5,0.0,85.0,1.0,1
771,28.0,0.0,0.0,2.3,0.2,4.2,90.7,0.3,0.5,bf,0.8,0.7,4.0,0.0,2.0,2.0,0.0,Ligue1,0.0,430.0,0.0,Bakary Koné,0.0,1.0,0.0,33630.0,D(C),90.7,37.5,6.61,0.0,0.5,0.5,188.0,Lyon,1.5,0.2,80.0,1.0,1
773,24.0,0.0,0.0,5.0,0.0,3.0,89.7,0.0,0.0,fr,1.0,2.0,1.0,0.0,0.0,1.0,0.0,Ligue1,0.0,90.0,0.0,Lindsay Rose,0.0,3.0,0.0,85677.0,D(C),89.7,58.0,6.44,0.0,1.0,1.0,184.0,Lyon,8.0,0.0,80.0,0.0,1
783,38.0,1.0,0.3,2.2,0.7,4.6,74.6,0.2,0.7,br,0.8,0.7,36.0,1.0,0.0,3.2,0.3,Ligue1,0.1,3178.0,1.0,Hilton,0.0,1.1,0.0,6743.0,D(C),74.6,43.5,7.12,1.0,0.7,1.7,180.0,Montpellier,6.8,0.2,78.0,3.0,1
810,28.0,0.0,0.1,2.9,0.5,5.3,79.8,0.4,0.3,fr,0.8,0.8,28.0,2.0,0.0,3.2,0.1,Ligue1,0.0,2483.0,3.0,Damien Da Silva,0.1,0.7,0.0,34176.0,D(C),79.8,35.5,7.28,1.0,0.6,2.6,183.0,Caen,4.6,0.2,81.0,4.0,1
811,27.0,1.0,0.4,3.6,0.4,5.4,71.9,0.2,0.7,tn,0.6,1.3,16.0,3.0,2.0,3.2,0.4,Ligue1,0.1,1477.0,1.0,Syam Ben Youssef,0.1,0.4,0.0,109921.0,D(C),71.9,27.5,7.25,1.0,0.3,2.7,189.0,Caen,3.1,0.3,82.0,1.0,1
818,34.0,0.0,0.2,3.3,0.7,5.0,69.2,0.3,0.3,tn,1.3,1.2,26.0,1.0,0.0,1.7,0.2,Ligue1,0.0,2214.0,0.0,Alaeddine Yahia,0.1,0.3,1.0,6047.0,D(C),69.2,28.5,6.79,1.0,0.6,1.3,187.0,Caen,2.5,0.3,81.0,5.0,1
827,30.0,0.0,0.0,1.7,0.0,1.3,64.4,0.6,0.4,fr,0.7,1.1,3.0,0.0,4.0,1.1,0.0,Ligue1,0.1,320.0,0.0,Alexandre Raineau,0.0,0.0,0.0,32171.0,D(C),64.4,21.3,6.48,0.0,0.0,2.4,178.0,Caen,0.7,0.4,71.0,0.0,1
840,23.0,0.0,0.0,1.1,0.6,4.9,84.3,0.2,0.8,fr,0.3,0.8,20.0,0.0,2.0,2.5,0.0,Ligue1,0.0,1794.0,1.0,Koffi Djidji,0.0,1.2,0.0,109835.0,D(C),84.3,33.1,7.0,0.0,0.1,2.5,184.0,Nantes,3.6,0.4,71.0,4.0,1
845,32.0,0.0,0.1,2.1,1.0,4.9,79.4,0.3,0.7,al,0.4,1.0,20.0,0.0,1.0,1.9,0.1,Ligue1,0.0,1759.0,0.0,Lorik Cana,0.0,0.6,1.0,10102.0,D(C),79.4,36.0,6.78,0.0,0.3,1.3,186.0,Nantes,4.6,0.2,77.0,5.0,1
846,32.0,0.0,0.1,2.8,0.5,5.2,75.3,0.1,0.7,ve,0.3,1.1,29.0,0.0,1.0,1.5,0.1,Ligue1,0.0,2617.0,0.0,Oswaldo Vizcarrondo,0.0,0.7,0.0,125623.0,D(C),75.3,34.7,6.77,0.0,0.4,1.5,191.0,Nantes,3.9,0.2,85.0,8.0,1
870,26.0,0.0,0.1,2.6,0.3,3.0,85.5,0.3,0.5,fr,0.4,1.2,26.0,1.0,0.0,3.2,0.1,Ligue1,0.0,2197.0,1.0,Maxime Le Marchand,0.1,0.5,0.0,236523.0,D(C),85.5,54.8,6.98,1.0,0.2,1.2,185.0,Nice,3.8,0.2,77.0,5.0,1
885,27.0,0.0,0.7,1.3,0.3,1.0,91.2,0.0,1.0,fr,0.0,0.7,1.0,0.0,2.0,1.0,0.7,Ligue1,0.0,175.0,0.0,Kevin Gomis,0.0,0.0,0.0,67929.0,D(C),91.2,38.0,6.48,0.0,0.0,1.7,187.0,Nice,2.7,0.3,85.0,0.0,1
900,33.0,0.0,0.1,3.2,0.5,4.2,87.6,0.2,0.0,me,1.7,0.9,15.0,0.0,0.0,2.1,0.1,Ligue1,0.1,1331.0,0.0,Marko Basa,0.1,0.4,0.0,14060.0,D(C),87.6,42.3,7.13,0.0,0.9,0.6,190.0,Lille,2.3,0.3,86.0,1.0,1
901,26.0,0.0,0.0,3.7,0.2,3.7,79.2,0.1,0.5,zm,0.5,1.6,10.0,1.0,2.0,1.8,0.0,Ligue1,0.0,918.0,1.0,Stoppila Sunzu,0.2,0.3,0.0,141592.0,D(C),79.2,34.4,7.13,1.0,0.8,2.3,189.0,Lille,1.9,0.3,80.0,0.0,1
903,32.0,0.0,0.2,3.6,0.6,5.1,70.4,0.3,0.4,ar,0.8,1.0,32.0,0.0,0.0,2.0,0.2,Ligue1,0.0,2762.0,3.0,Renato Civelli,0.0,0.3,0.0,18117.0,D(C),70.4,37.9,7.05,2.0,0.5,1.5,193.0,Lille,2.7,0.2,89.0,6.0,1
930,24.0,0.0,0.0,3.3,0.7,3.3,78.9,0.3,0.3,ga,0.7,0.7,2.0,0.0,1.0,4.3,0.0,Ligue1,0.0,186.0,1.0,Yrondu Musavu-King,0.0,0.3,0.0,116586.0,D(C),78.9,23.7,7.22,0.0,0.0,2.0,186.0,Lorient,1.0,0.7,81.0,0.0,1
932,24.0,0.0,0.1,3.1,1.3,7.2,78.2,0.5,0.7,fr,0.5,1.2,10.0,0.0,0.0,3.5,0.1,Ligue1,0.0,900.0,1.0,Lindsay Rose,0.0,1.1,0.0,85677.0,D(C),78.2,36.7,7.2,0.0,0.5,1.4,184.0,Lorient,3.3,0.1,80.0,1.0,1
934,26.0,0.0,0.1,1.6,0.6,5.0,87.1,0.1,0.8,sn,0.5,0.6,29.0,4.0,0.0,2.9,0.1,Ligue1,0.0,2556.0,2.0,Zargo Toure,0.0,0.9,0.0,42568.0,D(C),87.1,36.9,7.0,0.0,0.4,1.1,185.0,Lorient,2.3,0.2,73.0,1.0,1
935,27.0,0.0,0.1,2.4,0.7,5.7,81.7,0.2,0.3,fr,0.7,0.7,17.0,0.0,1.0,2.7,0.1,Ligue1,0.1,1552.0,1.0,Lamine Koné,0.0,1.3,0.0,34214.0,D(C),81.7,34.4,7.0,1.0,0.6,0.8,186.0,Lorient,2.1,0.3,83.0,3.0,1
964,26.0,0.0,0.1,2.6,0.4,4.4,87.4,0.2,0.4,cm,0.9,0.9,33.0,0.0,0.0,3.4,0.1,Ligue1,0.0,2940.0,2.0,Nicolas N'Koulou,0.0,0.7,1.0,43834.0,D(C),87.4,49.8,7.02,1.0,0.3,1.6,180.0,Marseille,2.4,0.3,77.0,8.0,1
970,21.0,1.0,0.2,2.2,0.5,4.0,91.0,0.2,0.4,nl,1.1,0.8,23.0,1.0,1.0,2.2,0.2,Ligue1,0.0,2034.0,1.0,Karim Rekik,0.0,0.4,2.0,106530.0,D(C),91.0,54.7,6.91,0.0,0.3,1.4,186.0,Marseille,2.3,0.2,79.0,4.0,1
971,30.0,0.0,0.1,1.6,0.5,3.7,87.3,0.1,0.6,pt,0.8,0.8,18.0,1.0,1.0,3.1,0.1,Ligue1,0.0,1631.0,1.0,Rolando,0.0,1.2,0.0,9279.0,D(C),87.3,48.1,6.86,0.0,0.4,1.3,189.0,Marseille,4.0,0.1,77.0,4.0,1
984,21.0,0.0,0.1,1.5,0.0,1.0,87.3,0.1,0.3,fr,0.1,0.5,2.0,0.0,6.0,0.8,0.1,Ligue1,0.0,229.0,0.0,Stephane Sparagna,0.0,0.0,0.0,231151.0,D(C),87.3,22.6,6.45,0.0,0.3,1.3,186.0,Marseille,1.1,0.1,83.0,3.0,1
995,18.0,0.0,0.1,1.8,0.7,5.7,75.5,0.4,0.5,,0.6,1.3,21.0,1.0,0.0,2.6,0.1,Ligue1,0.0,1890.0,0.0,Issa Diop,0.1,0.6,0.0,300359.0,D(C),75.5,35.4,6.88,2.0,0.2,1.5,193.0,Toulouse,2.5,0.4,84.0,4.0,1
1000,26.0,0.0,0.2,1.5,0.3,4.6,84.6,0.1,0.3,cm,0.9,0.7,17.0,2.0,1.0,2.1,0.2,Ligue1,0.1,1463.0,1.0,Jean-Armel Kana-Biyik,0.1,0.4,0.0,36413.0,D(C),84.6,36.1,6.7,1.0,0.4,1.3,184.0,Toulouse,1.6,0.3,86.0,0.0,1
1007,23.0,0.0,0.0,2.5,0.6,4.7,79.4,0.1,0.4,rs,0.9,1.1,11.0,0.0,3.0,2.1,0.0,Ligue1,0.0,1088.0,1.0,Uros Spajic,0.0,0.4,0.0,127920.0,D(C),79.4,30.1,6.56,1.0,0.4,1.4,186.0,Toulouse,1.9,0.2,82.0,1.0,1
1017,28.0,1.0,0.2,2.0,0.7,5.1,81.3,0.5,0.6,,0.5,0.8,17.0,1.0,0.0,2.6,0.2,Ligue1,0.2,1473.0,2.0,Nicolas Pallois,0.1,0.6,1.0,84899.0,D(C),81.3,44.9,7.11,1.0,0.5,2.1,190.0,Bordeaux,4.7,0.5,85.0,3.0,1
1029,25.0,0.0,0.1,2.9,0.3,6.4,82.3,0.1,0.8,br,0.4,1.0,16.0,1.0,0.0,3.7,0.1,Ligue1,0.0,1338.0,0.0,Pablo,0.0,0.3,0.0,91779.0,D(C),82.3,39.5,6.9,0.0,0.4,1.3,188.0,Bordeaux,4.1,0.3,79.0,3.0,1
1051,29.0,0.0,0.2,2.0,0.5,4.5,88.7,0.2,0.7,it,0.8,1.2,32.0,0.0,1.0,2.9,0.2,SerieA,0.1,2901.0,0.0,Davide Astori,0.0,1.2,0.0,44643.0,D(C),88.7,70.5,7.09,0.0,0.4,1.4,188.0,Fiorentina,4.2,0.2,80.0,5.0,2
1053,32.0,0.0,0.2,1.5,0.5,4.3,87.1,0.2,0.7,ar,0.9,1.0,35.0,4.0,0.0,2.5,0.2,SerieA,0.0,3142.0,4.0,Gonzalo Rodríguez,0.0,1.3,0.0,9578.0,D(C),87.1,63.5,7.05,0.0,0.3,1.4,182.0,Fiorentina,4.1,0.2,79.0,7.0,2
1075,24.0,0.0,0.0,3.0,0.0,6.5,90.4,0.0,0.5,nl,0.5,1.5,2.0,0.0,0.0,3.0,0.0,SerieA,0.0,180.0,0.0,Stefan de Vrij,0.0,1.0,0.0,82399.0,D(C),90.4,52.0,7.3,0.0,0.0,4.0,189.0,Lazio,8.0,0.0,78.0,0.0,2
1077,32.0,0.0,0.2,1.3,0.8,5.0,86.4,0.2,0.4,rs,0.6,1.0,11.0,1.0,0.0,3.2,0.2,SerieA,0.0,908.0,0.0,Milan Bisevac,0.0,0.6,0.0,14488.0,D(C),86.4,40.0,7.0,0.0,0.2,1.0,185.0,Lazio,4.0,0.0,85.0,0.0,2
1079,27.0,0.0,0.0,3.0,0.5,4.4,82.5,0.0,0.9,,0.8,2.0,19.0,0.0,5.0,3.5,0.0,SerieA,0.0,1917.0,1.0,Mauricio,0.0,0.5,0.0,135276.0,D(C),82.5,40.8,6.96,1.0,0.4,1.8,185.0,Lazio,3.0,0.2,77.0,13.0,2
1083,31.0,0.0,0.2,1.4,0.7,2.5,85.4,0.2,0.7,ar,0.5,1.9,19.0,0.0,0.0,4.0,0.2,SerieA,0.0,1710.0,0.0,Santiago Gentiletti,0.1,0.6,1.0,15121.0,D(C),85.4,57.8,6.91,0.0,0.5,2.4,184.0,Lazio,5.1,0.4,79.0,10.0,2
1087,22.0,0.0,0.0,1.4,0.5,3.4,82.9,0.2,0.3,nl,0.4,1.1,24.0,0.0,1.0,3.2,0.0,SerieA,0.0,2050.0,3.0,Wesley Hoedt,0.1,0.6,0.0,141172.0,D(C),82.9,43.2,6.83,1.0,0.5,1.3,188.0,Lazio,6.1,0.2,77.0,4.0,2
1101,21.0,0.0,0.0,2.7,0.3,5.0,77.2,0.0,0.7,br,0.7,0.3,3.0,1.0,0.0,5.3,0.0,SerieA,0.0,270.0,1.0,Samir,0.0,0.7,0.0,131337.0,D(C),77.2,26.3,7.5,0.0,0.7,2.7,188.0,Verona,1.7,0.0,80.0,1.0,2
1105,34.0,1.0,0.2,1.9,0.4,6.5,81.5,0.3,0.5,gr,1.0,1.0,30.0,1.0,1.0,1.7,0.2,SerieA,0.0,2749.0,1.0,Vangelis Moras,0.0,1.1,0.0,19940.0,D(C),81.5,35.5,6.81,1.0,0.2,1.5,193.0,Verona,2.9,0.3,78.0,4.0,2
1109,23.0,0.0,0.2,1.3,0.7,4.6,76.7,0.0,1.0,it,0.7,1.1,17.0,1.0,6.0,1.8,0.2,SerieA,0.1,1581.0,0.0,Matteo Bianchetti,0.0,0.9,0.0,105249.0,D(C),76.7,30.5,6.68,0.0,0.3,1.9,189.0,Verona,2.7,0.2,80.0,4.0,2
1116,23.0,0.0,0.0,2.0,0.7,5.1,80.0,0.1,0.2,se,0.4,0.8,21.0,2.0,3.0,0.9,0.0,SerieA,0.0,1867.0,0.0,Filip Helander,0.0,1.2,0.0,107072.0,D(C),80.0,29.6,6.53,0.0,0.2,1.5,192.0,Verona,1.4,0.2,81.0,4.0,2
1117,37.0,0.0,0.4,0.9,0.7,3.8,80.5,0.7,0.4,mx,0.8,0.4,9.0,0.0,0.0,2.6,0.4,SerieA,0.2,759.0,0.0,Rafael Márquez,0.0,1.0,1.0,2828.0,D(C),80.5,45.0,6.53,0.0,0.6,1.0,183.0,Verona,4.1,0.1,76.0,3.0,2
1135,30.0,1.0,0.2,1.8,0.8,4.6,83.6,0.4,0.8,pl,1.4,1.8,5.0,0.0,0.0,3.8,0.2,SerieA,0.0,450.0,1.0,Thiago Cionek,0.0,0.8,0.0,44473.0,D(C),83.6,25.6,7.33,0.0,0.2,1.2,184.0,Palermo,3.0,0.2,81.0,2.0,2
1139,30.0,1.0,0.1,1.8,0.7,5.0,79.0,0.0,0.1,si,0.9,0.8,21.0,0.0,2.0,2.3,0.1,SerieA,0.0,1907.0,1.0,Sinisa Andjelkovic,0.1,0.4,0.0,42124.0,D(C),79.0,22.8,6.79,1.0,0.1,1.5,186.0,Palermo,1.5,0.2,82.0,3.0,2
1141,28.0,0.0,0.1,1.7,0.9,6.6,77.4,0.1,0.6,cr,0.3,0.7,35.0,2.0,0.0,2.1,0.1,SerieA,0.0,3138.0,0.0,Giancarlo Gonzalez,0.0,1.0,2.0,62575.0,D(C),77.4,27.9,6.72,0.0,0.1,0.9,191.0,Palermo,4.1,0.2,84.0,11.0,2
1143,22.0,0.0,0.2,1.6,0.6,3.8,68.2,0.1,0.3,it,1.2,1.2,14.0,2.0,3.0,3.0,0.2,SerieA,0.0,1213.0,1.0,Edoardo Goldaniga,0.1,0.5,0.0,118148.0,D(C),68.2,20.2,6.66,0.0,0.4,1.1,193.0,Palermo,2.2,0.4,78.0,5.0,2
1148,33.0,0.0,0.1,0.8,0.3,2.0,83.7,0.4,0.6,it,0.4,1.1,8.0,0.0,2.0,2.7,0.1,SerieA,0.2,702.0,0.0,Roberto Vitiello,0.0,0.5,1.0,10864.0,D(C),83.7,27.0,6.56,1.0,0.2,1.7,177.0,Palermo,3.5,0.2,73.0,3.0,2
