,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
1437,28.0,0.0,0.3,1.3,0.0,0.0,73.3,0.7,0.0,pl,0.0,1.0,1.0,0.0,2.0,0.0,0.3,SerieA,0.0,116.0,0.0,Kamil Wilczek,0.3,0.0,0.0,294172.0, Forward,73.3,10.0,6.34,0.0,1.7,0.7,186.0,Carpi,0.0,2.0,78.0,0.0
1467,19.0,0.0,0.3,0.0,0.0,0.0,100.0,0.5,0.0,al,0.8,2.0,0.0,0.0,4.0,0.0,0.3,SerieA,0.0,33.0,0.0,Rey Manaj,0.3,0.0,0.0,294136.0, Forward,100.0,1.3,5.99,0.0,0.5,0.0,182.0,Inter,0.0,0.0,76.0,1.0
1495,21.0,1.0,0.6,0.5,0.0,0.1,67.6,0.6,0.4,uy,1.1,1.1,3.0,0.0,7.0,0.2,0.6,SerieA,0.1,335.0,0.0,Rodrigo Aguirre,0.6,0.0,0.0,121241.0, Forward,67.6,6.8,6.17,0.0,0.7,0.3,184.0,Udinese,0.2,1.4,75.0,1.0
1550,19.0,0.0,0.1,0.1,0.1,0.1,75.9,0.8,0.2,it,0.7,0.2,2.0,0.0,8.0,0.0,0.1,SerieA,0.0,213.0,0.0,Alessandro Piu,0.2,0.0,0.0,262963.0, Forward,75.9,5.4,6.06,0.0,0.3,0.1,183.0,Empoli,0.0,1.0,78.0,0.0
1577,20.0,0.0,0.2,0.0,0.0,0.0,73.5,0.2,0.5,it,0.2,0.2,1.0,0.0,5.0,0.0,0.2,SerieA,0.0,125.0,0.0,Daniele Verde,0.2,0.0,0.0,244301.0, Forward,73.5,5.7,6.18,0.0,1.7,0.2,168.0,Frosinone,0.2,0.8,65.0,0.0
1610,19.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,it,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SerieA,0.0,7.0,0.0,Giuseppe Panico,0.0,0.0,0.0,247958.0, Forward,100.0,1.0,5.99,0.0,0.0,1.0,177.0,Genoa,0.0,0.0,75.0,0.0
1854,20.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,gb,1.0,2.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,19.0,0.0,Joe Dodoo,0.0,0.0,0.0,294850.0, Forward,50.0,6.0,5.99,0.0,0.0,0.0,183.0,Leicester,0.0,1.0,70.0,0.0
1931,20.0,0.0,0.0,0.5,0.0,0.0,66.7,0.0,0.0,,0.0,0.5,0.0,0.0,2.0,0.0,0.0,PremierLeague,0.0,5.0,0.0,Mamadou Obbi Oularé,0.0,0.0,0.0,243551.0, Forward,66.7,1.5,6.03,0.0,0.0,0.0,194.0,Watford,0.0,0.0,94.0,0.0
1988,22.0,1.0,0.5,0.2,0.0,0.2,74.4,1.0,0.3,gb,0.7,0.2,7.0,3.0,16.0,0.1,0.5,PremierLeague,0.1,911.0,0.0,Duncan Watmore,0.4,0.0,0.0,141512.0, Forward,74.4,6.8,6.39,0.0,0.6,0.3,175.0,Sunderland,0.2,1.4,72.0,0.0
2109,20.0,0.0,0.0,0.0,0.0,0.0,66.7,0.5,0.5,gb,0.0,0.0,0.0,0.0,2.0,0.0,0.0,PremierLeague,0.0,10.0,0.0,Ivan Toney,0.0,0.0,0.0,134240.0, Forward,66.7,1.5,5.94,0.0,0.0,0.0,179.0,Newcastle United,0.0,0.5,70.0,0.0
2125,17.0,0.0,1.0,0.0,0.0,0.0,65.2,0.0,0.5,gb,0.0,0.0,0.0,0.0,2.0,1.5,1.0,PremierLeague,1.5,57.0,0.0,Andre Green,0.0,0.0,0.0,280767.0, Forward,65.2,11.5,6.57,0.0,0.5,1.0,0.0,Aston Villa,0.5,0.5,0.0,0.0
2132,20.0,1.0,0.1,0.0,0.0,0.0,80.0,0.7,0.0,es,1.1,0.4,0.0,0.0,10.0,0.0,0.1,PremierLeague,0.2,184.0,0.0,Adama Traoré,0.0,0.0,0.0,140088.0, Forward,80.0,3.0,6.38,0.0,0.2,0.1,178.0,Aston Villa,0.2,1.0,72.0,1.0
2137,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gb,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PremierLeague,0.0,1.0,0.0,Rushian Hepburn-Murphy,0.0,0.0,0.0,273293.0, Forward,0.0,0.0,6.0,0.0,0.0,0.0,178.0,Aston Villa,0.0,2.0,0.0,0.0
2276,23.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,es,0.0,0.0,0.0,0.0,1.0,0.0,1.0,LaLiga,0.0,13.0,0.0,Ian González,0.0,0.0,0.0,294009.0, Forward,90.0,10.0,6.11,0.0,1.0,0.0,189.0,Getafe,0.0,0.0,78.0,0.0
2353,22.0,0.0,0.2,0.6,0.0,0.1,72.6,0.7,0.0,es,0.7,1.1,2.0,0.0,12.0,0.0,0.2,LaLiga,0.1,330.0,0.0,Mamadou Sylla,0.1,0.1,0.0,294008.0, Forward,72.6,4.4,6.08,0.0,0.6,0.3,184.0,Espanyol,0.1,0.7,84.0,3.0
2411,29.0,0.0,0.7,0.0,0.0,0.7,57.7,0.3,0.3,es,0.3,0.7,1.0,0.0,2.0,0.0,0.7,LaLiga,1.0,83.0,0.0,Hugo Fraile,0.0,0.0,0.0,113884.0, Forward,57.7,8.7,6.07,0.0,0.0,0.3,176.0,Sporting Gijon,0.0,0.0,73.0,0.0
2412,23.0,0.0,0.0,1.0,0.0,0.0,57.1,1.0,0.0,es,1.0,1.0,0.0,0.0,1.0,0.0,0.0,LaLiga,0.0,29.0,0.0,Mendi,1.0,0.0,0.0,140575.0, Forward,57.1,7.0,5.94,0.0,1.0,0.0,183.0,Sporting Gijon,0.0,0.0,80.0,0.0
